"cd_nom","rang","nom_complet"
754908,"ES","Virga clenchi Miller, 1970"
754909,"ES","Callimormus radiola (Mabille, 1878)"
754910,"ES","Callimormus alsimo (Möschler, 1883)"
754911,"ES","Callimormus corades (C. Felder, 1862)"
754912,"ES","Callimormus juventus Scudder, 1872"
754913,"ES","Aurina dida Evans, 1937"
754914,"ES","Callimormus saturnus (Herrich-Schäffer, 1869)"
754915,"ES","Eutocus facilis (Plötz, 1884)"
754916,"ES","Eutocus vetulus (Mabille, 1883)"
754918,"ES","Ludens ludens (Mabille, 1891)"
754920,"ES","Penicula bryanti (Weeks, 1906)"
754921,"ES","Penicula advena (Draudt, 1923)"
754922,"ES","Penicula crista Evans, 1955"
754923,"ES","Niconiades xanthaphes Hübner, 1821"
754924,"ES","Niconiades yoka Evans, 1955"
754925,"ES","Niconiades linga Evans, 1955"
754926,"ES","Niconiades nikko (Hayward, 1948)"
754927,"ES","Dyscophellus diaphorus (Mabille & Boullet, 1912)"
754929,"ES","Niconiades parna Evans, 1955"
754930,"ES","Vettius richardi (Weeks, 1906)"
754931,"ES","Vettius lafrenaye (Latreille, 1824)"
754980,"ES","Pyrrhopyge amythaon Bell, 1931"
754981,"ES","Pyrrhopyge sergius Hopffer, 1874"
754982,"ES","Pyrrhopyge amyclas (Cramer, 1779)"
754983,"ES","Pyrrhopyge arinas (Cramer, 1777)"
754984,"ES","Pyrrhopyge creusae (Bell, 1931)"
754985,"ES","Elbella intersecta (Herrich-Schäffer, 1869)"
754986,"ES","Phocides vulcanides Röber, 1925"
754987,"ES","Elbella etna Evans, 1951"
754988,"ES","Elbella azeta (Hewitson, 1866)"
754989,"ES","Elbella merops (Bell, 1934)"
754990,"ES","Elbella blanda Evans, 1951"
754991,"ES","Elbella theseus (Bell, 1934)"
754992,"ES","Parelbella ahira (Hewitson, 1866)"
754993,"ES","Phocides thermus (Mabille, 1883)"
754994,"ES","Protelbella alburna Mabille, 1891"
754995,"ES","Jemadia hewitsonii (Mabille, 1878)"
754996,"ES","Jemadia gnetus (Fabricius, 1781)"
754997,"ES","Jemadia fallax (Mabille, 1878)"
754998,"ES","Croniades pieria (Hewitson, 1857)"
754999,"ES","Mysarbia sejanus (Hopffer, 1874)"
755000,"ES","Mysoria barcastus (Sepp, 1851)"
755001,"ES","Vettius triangularis (Hübner, 1831)"
755002,"ES","Vettius monacha (Plötz, 1882)"
755003,"ES","Vettius phyllus (Cramer, 1777)"
755004,"ES","Vettius marcus (Fabricius, 1787)"
755005,"ES","Oileides fenestratus (Gmelin, 1790)"
755006,"ES","Vettius fantasos (Stoll, 1780)"
755007,"ES","Vettius artona (Hewitson, 1868)"
755008,"ES","Vettius klugi (Bell, 1941)"
755009,"ES","Vettius tertianus (Herrich-Schäffer, 1869)"
755010,"ES","Paracarystus hypargyra (Herrich-Schäffer, 1869)"
755011,"ES","Paracarystus menestries (Latreille, 1824)"
755014,"ES","Thoon dubia (Bell, 1932)"
755016,"ES","Thoon ponka Evans, 1955"
755017,"ES","Justinia phaetusa (Hewitson, 1866)"
755018,"ES","Justinia gava Evans, 1955"
755019,"ES","Justinia justinianus (Latreille, 1824)"
755020,"ES","Justinia maculata (Bell, 1930)"
755021,"ES","Tigasis fusca (Hayward, 1940)"
755027,"ES","Vertica verticalis (Plötz, 1882)"
755075,"ES","Phocides padrona Evans, 1952"
755076,"ES","Celaenorrhinus shema (Hewitson, 1877)"
755077,"ES","Celaenorrhinus anchialus (Mabille, 1878)"
755078,"ES","Celaenorrhinus autochton Steinhauser & Austin, 1996"
755079,"ES","Celaenorrhinus syllius (C. Felder & R. Felder, 1862)"
755080,"ES","Morvina morvus (Plötz, 1884)"
755081,"ES","Morvina fissimacula (Mabille, 1878)"
755082,"ES","Phocides pigmalion (Cramer, 1779)"
755083,"ES","Morvina falisca (Hewitson, 1878)"
755084,"ES","Myrinia binoculus (Möschler, 1876)"
755085,"ES","Myrinia myris (Mabille, 1898)"
755086,"ES","Myrinia laddeyi (Bell, 1942)"
755087,"ES","Cyclosemia earina (Hewitson, 1878)"
755088,"ES","Cyclosemia pedro Williams & Bell, 1940"
755089,"ES","Cyclosemia herennius (Stoll, 1782)"
755090,"ES","Cyclosemia elelea (Hewitson, 1878)"
755091,"ES","Mictris crispus (Herrich-Schäffer, 1870)"
755092,"ES","Iliana heros (Mabille & Boullet, 1917)"
755093,"ES","Sophista aristoteles (Westwood, 1852)"
755094,"ES","Saturnus saturnus (Fabricius, 1787)"
755095,"ES","Saturnus metonidia (Schaus, 1902)"
755096,"ES","Saturnus reticulata (Plötz, 1883)"
755097,"ES","Tarsoctenus corytus (Cramer, 1777)"
755098,"ES","Phlebodes pertinax (Stoll, 1781)"
755099,"ES","Phlebodes campo (Bell, 1947)"
755100,"ES","Phlebodes meesi de Jong, 1983"
755101,"ES","Joanna boxi Evans, 1955"
755103,"ES","Papias phainis Godman, 1900"
755104,"ES","Papias phaeomelas (Hübner, 1831)"
755105,"ES","Papias subcostulata (Herrich-Schäffer, 1870)"
755106,"ES","Vehilius stictomenes (Butler, 1877)"
755107,"ES","Vehilius inca (Scudder, 1872)"
755109,"ES","Tarsoctenus papias (Hewitson, 1857)"
755110,"ES","Vehilius vetula (Mabille, 1878)"
755112,"ES","Cymaenes tripunctus (Herrich-Schäffer, 1865)"
755113,"ES","Cymaenes alumna (Butler, 1877)"
755114,"ES","Cymaenes gisca Evans, 1955"
755116,"ES","Tarsoctenus praecia (Hewitson, 1857)"
755117,"GN","Mnasitheus Godman, 1900"
755169,"ES","Polyctor polyctor (Prittwitz, 1868)"
755170,"ES","Polyctor fera (Weeks, 1901)"
755171,"ES","Nisoniades bessus (Möschler, 1877)"
755172,"ES","Nisoniades montana (Williams & Bell, 1939)"
755173,"ES","Phocides lincea (Herrich-Schäffer, 1869)"
755174,"ES","Nisoniades laurentina (Williams & Bell, 1939)"
755175,"ES","Nisoniades guianae (Williams & Bell, 1939)"
755176,"ES","Nisoniades rubescens (Möschler, 1877)"
755177,"ES","Nisoniades mimas (Cramer, 1775)"
755178,"ES","Nisoniades brunneata (Williams & Bell, 1939)"
755179,"ES","Nisoniades macarius (Herrich-Schäffer, 1870)"
755180,"ES","Nisoniades nyctineme (Butler, 1877)"
755181,"ES","Viola violella (Mabille, 1898)"
755182,"ES","Dyscophellus porcius (Felder & Felder, 1862)"
755183,"ES","Pachyneuria duidae (Bell, 1932)"
755184,"ES","Pachyneuria lineatopunctata (Mabille & Boullet, 1917)"
755185,"ES","Pachyneuria lista Evans, 1953"
755186,"ES","Staphylus incisus (Mabille, 1878)"
755187,"ES","Pellicia dimidiata Herrich-Schäffer, 1870"
755188,"ES","Pellicia costimacula Herrich-Schäffer, 1870"
755189,"ES","Sostrata festiva (Erichson, 1849)"
755190,"ES","Sostrata bifasciata (Ménétriés, 1829)"
755191,"ES","Sostrata pusilla Godman & Salvin, 1895"
755192,"ES","Moeris striga (Geyer, 1832)"
755193,"ES","Parphorus storax (Mabille, 1891)"
755194,"ES","Parphorus decora (Herrich-Schäffer, 1869)"
755196,"ES","Nastra leucone (Godman, 1900)"
755197,"ES","Nastra ethologus (Hayward, 1934)"
755198,"ES","Cobalopsis nero (Herrich-Schäffer, 1869)"
755201,"ES","Arita arita (Schaus, 1902)"
755202,"ES","Dyscophellus porsena (Bell, 1934)"
755203,"ES","Lerema ancillaris (Butler, 1877)"
755204,"ES","Lerema lineosa (Herrich-Schäffer, 1865)"
755208,"ES","Phanus vitreus (Stoll, 1781)"
755210,"ES","Remella remus (Fabricius, 1798)"
755211,"ES","Thargella caura (Plötz, 1882)"
755212,"ES","Venas evans (Butler, 1877)"
755213,"ES","Phanus ecitonorum Austin, 1993"
755214,"ES","Venas caerulans (Mabille, 1878)"
755264,"ES","Potamanaxas effusa (Draudt, 1922)"
755265,"ES","Mylon ander Evans, 1953"
755266,"ES","Mylon maimon (Fabricius, 1775)"
755267,"ES","Mylon cristata Austin, 2000"
755268,"ES","Grais stigmaticus (Mabille, 1883)"
755269,"ES","Gorgythion begga (Prittwitz, 1868)"
755270,"ES","Gorgythion plautia (Möschler, 1877)"
755271,"ES","Gorgythion beggina Mabille, 1898"
755272,"ES","Camptopleura auxo (Möschler, 1879)"
755274,"ES","Camptopleura termon (Höpffer, 1874)"
755275,"ES","Nascus phintias Schaus, 1913"
755276,"ES","Cycloglypha thrasibulus (Fabricius, 1793)"
755277,"ES","Cycloglypha tisias (Godman & Salvin, 1896)"
755278,"ES","Cycloglypha enega (Möschler, 1877)"
755279,"ES","Helias phalaenoides (Fabricius, 1807)"
755280,"ES","Anastrus sempiternus (Butler & Druce, 1872)"
755281,"ES","Nascus phocus (Cramer, 1777)"
755283,"ES","Anastrus petius (Möschler, 1877)"
755284,"ES","Anastrus obliqua (Plötz, 1884)"
755285,"ES","Phanes aletes (Geyer, 1832)"
755286,"ES","Phanes almoda (Hewitson, 1866)"
755287,"ES","Phanes rezia (Plötz, 1882)"
755289,"ES","Cynea anthracinus (Mabille, 1877)"
755290,"ES","Phanus obscurior Kaye, 1925"
755291,"ES","Cynea cyrus (Plötz, 1882)"
755292,"ES","Cynea irma (Möschler, 1879)"
755293,"ES","Cynea iquita (Bell, 1941)"
755294,"ES","Cynea corisana (Plötz, 1882)"
755295,"ES","Cynea popla Evans, 1955"
755296,"ES","Cynea robba Evans, 1955"
755297,"ES","Cynea bistrigula (Herrich-Schäffer, 1869)"
755298,"ES","Cynea diluta (Herrich-Schäffer, 1869)"
755301,"ES","Metron chrysogastra (Butler, 1870)"
755302,"ES","Metron noctis (Kaye, 1914)"
755303,"ES","Phanus marshalli Kirby, 1880"
755304,"ES","Propertius propertius (Fabricius, 1793)"
755305,"ES","Propertius phineus (Cramer, 1777)"
755306,"ES","Phemiades milvius (Mabille, 1904)"
755307,"ES","Molo mango (Guenée, 1865)"
755308,"ES","Molo calcarea (Schaus, 1902)"
755359,"ES","Anastrus neaeris (Möschler, 1879)"
755361,"ES","Nascus solon (Plötz, 1882)"
755362,"ES","Tosta sapasoa Nicolay, 1973"
755363,"ES","Ebrietas infanda (Butler, 1877)"
755364,"ES","Ebrietas anacreon (Staudinger, 1876)"
755365,"ES","Chiomara asychis (Stoll, 1780)"
755366,"ES","Chiomara mithrax (Möschler, 1879)"
755367,"ES","Chiomara basigutta (Plötz, 1884)"
755368,"ES","Gesta heteroptera (Plötz, 1884)"
755369,"ES","Gesta gesta (Herrich-Schäffer, 1863)"
755370,"ES","Ouleus juxta (Bell, 1934)"
755371,"ES","Ouleus fatinitza (Plötz, 1884)"
755372,"ES","Ouleus fridericus (Geyer, 1832)"
755373,"ES","Nascus broteas (Cramer, 1780)"
755374,"ES","Ouleus dilla Evans, 1953"
755375,"ES","Zera tetrastigma (Sepp, 1847)"
755376,"ES","Quadrus cerialis (Stoll, 1782)"
755377,"ES","Quadrus fanda Evans, 1953"
755378,"ES","Quadrus contubernalis (Mabille, 1883)"
755379,"ES","Nascus prax Evans, 1952"
755380,"ES","Quadrus deyrollei (Mabille, 1877)"
755381,"ES","Gindanes brontinus Godman & Salvin, 1895"
755382,"ES","Oxynthes corusca (Herrich-Schäffer, 1869)"
755383,"GN","Xeniades Godman, 1900"
755384,"ES","Euphyes peneia (Godman, 1900)"
755385,"ES","Euphyes cherra Evans, 1955"
755387,"ES","Udranomia orcinus (Felder & Felder, 1867)"
755394,"ES","Thespieus dalman (Latreille, 1824)"
755395,"ES","Udranomia kikkawai (Weeks, 1906)"
755396,"ES","Vacerra bonfilius (Latreille, 1824)"
755398,"ES","Tirynthoides lotana (Butler, 1870)"
755399,"ES","Conga chydaea (Butler, 1877)"
755400,"ES","Pompeius pompeius (Latreille, 1824)"
755401,"ES","Pompeius amblyspila (Mabille, 1898)"
755402,"ES","Polites vibex (Geyer, 1832)"
755447,"ES","Gindanes brebisson (Latreille, 1824)"
755448,"ES","Pythonides jovianus (Stoll, 1782)"
755449,"ES","Pythonides lerina (Hewitson, 1868)"
755450,"ES","Pythonides grandis Mabille, 1878"
755451,"ES","Pythonides herennius Geyer, 1838"
755452,"ES","Pythonides limaea (Hewitson, 1868)"
755453,"ES","Pythonides eminus Bell, 1934"
755455,"ES","Milanion hemes (Cramer, 1777)"
755456,"ES","Milanion clito (Fabricius, 1787)"
755457,"ES","Milanion alaricus (Plötz, 1884)"
755458,"ES","Milanion pilumnus Mabille & Boullet, 1917"
755459,"ES","Paramimus scurra (Hübner, 1809)"
755460,"ES","Charidia lucaria (Hewitson, 1868)"
755461,"ES","Achlyodes busirus (Cramer, 1779)"
755462,"ES","Achlyodes minna Evans, 1953"
755463,"ES","Eantis thraso (Hübner, 1807)"
755464,"ES","Bungalotis erythus (Cramer, 1775)"
755465,"ES","Aethilla melas Plötz, 1882"
755517,"ES","Aethilla echina Hewitson, 1870"
755518,"ES","Pseudodrephalys hypargus (Mabille, 1891)"
755519,"ES","Pseudodrephalys sohni Burns, 1999"
755520,"ES","Clito littera (Mabille, 1877)"
755522,"ES","Clito jonkersi de Jong, 1983"
755523,"ES","Clito clada (Evans, 1953)"
755524,"ES","Clito aberrans (Draudt, 1924)"
755525,"ES","Clito zelotes (Hewitson, 1873)"
755526,"ES","Clito zenda Evans, 1953"
755527,"ES","Eracon clinias (Mabille, 1878)"
755528,"ES","Eracon paulinus (Stoll, 1782)"
755529,"ES","Bungalotis midas (Cramer, 1775)"
755530,"ES","Cornuphallus onoribo (Möschler, 1883)"
755531,"ES","Spioniades artemides (Stoll, 1782)"
755532,"ES","Spioniades libethra (Hewitson, 1868)"
755533,"ES","Plumbago plumbago (Plötz, 1884)"
755534,"ES","Plumbago pulverea (Mabille, 1878)"
755535,"ES","Trina geometrina (Felder & Felder, 1867)"
755536,"ES","Bungalotis astylos (Cramer, 1780)"
755537,"ES","Paches exosa (Butler, 1877)"
755538,"ES","Xenophanes tryxus (Stoll, 1780)"
755539,"ES","Carrhenes fuscescens (Mabille, 1891)"
755540,"ES","Onenses kelso Evans, 1953"
755541,"ES","Bungalotis borax Evans, 1952"
755542,"ES","Antigonus nearchus (Latreille, 1817)"
755603,"ES","Antigonus erosus (Hübner, 1812)"
755606,"ES","Heliopetes macaira (Reakirt, 1867)"
755607,"ES","Bungalotis lactos Evans, 1952"
755608,"ES","Heliopetes arsalte (Linnaeus, 1758)"
755609,"ES","Heliopetes alana (Reakirt, 1868)"
755610,"ES","Lycas godart (Latreille, 1824)"
755611,"ES","Orses cynisca (Swainson, 1821)"
755612,"ES","Bungalotis quadratum (Sepp, 1845)"
755613,"ES","Perichares butus (Möschler, 1877)"
755615,"ES","Perichares lotus (Butler, 1870)"
755616,"ES","Pyrrhopygopsis socrates Ménétriés, 1855"
755617,"ES","Copaeodes jean Evans, 1955"
755618,"ES","Dyscophellus sebaldus (Stoll, 1781)"
755619,"ES","Turesis complanula (Herrich-Schäffer, 1869)"
755620,"ES","Turesis basta Evans, 1955"
755621,"ES","Ebusus ebusus (Cramer, 1780)"
755623,"ES","Bungalotis clusia Evans, 1952"
755676,"ES","Lychnuchus celsus (Fabricius, 1793)"
755677,"ES","Talides sergestus (Cramer, 1775)"
755678,"ES","Talides sinois Hübner, 1819"
755679,"ES","Carystus hocus Evans, 1955"
755680,"ES","Carystus periphas Mabille, 1891"
755681,"ES","Carystus jolus (Stoll, 1782)"
755682,"ES","Carystus ploetzi Mielke & Casagrande, 2002"
755683,"ES","Carystus phorcus (Cramer, 1777)"
755684,"ES","Carystus diores (Plötz, 1882)"
755687,"ES","Cobalus virbius (Cramer, 1777)"
755688,"ES","Salatis salatis (Stoll, 1782)"
755690,"ES","Dubiella fiscella (Hewitson, 1877)"
755691,"ES","Dubiella dubius (Stoll, 1781)"
755692,"ES","Tellona variegata (Hewitson, 1870)"
755693,"ES","Damas clavus (Herrich-Schäffer, 1869)"
755695,"ES","Orphe vatinius Godman, 1901"
755696,"ES","Orphe gerasa (Hewitson, 1867)"
755697,"ES","Carystoides basoches (Latreille, 1824)"
755698,"ES","Carystoides yenna Evans, 1955"
755699,"ES","Carystoides noseda (Hewitson, 1866)"
755700,"ES","Carystoides sicania (Hewitson, 1876)"
755701,"ES","Carystoides maroma (Möschler, 1877)"
755757,"ES","Carystoides cathaea (Hewitson, 1866)"
755758,"ES","Aides duma Evans, 1955"
755759,"ES","Aides brino (Stoll, 1781)"
755760,"ES","Aides aegita (Hewitson, 1866)"
755761,"ES","Aides ocrinus (Plötz, 1882)"
755762,"ES","Thracides cleanthes (Latreille, 1824)"
755764,"ES","Thracides thrasea (Hewitson, 1866)"
755765,"ES","Thracides nanea (Hewitson, 1867)"
755766,"ES","Thracides cilissa (Hewitson, 1867)"
755767,"ES","Thracides phidon (Cramer, 1779)"
755768,"ES","Thracides arcalaus (Stoll, 1782)"
755769,"ES","Neoxeniades cincia (Hewitson, 1867)"
755772,"ES","Neoxeniades seron (Godman, 1901)"
755773,"ES","Neoxeniades scipio (Fabricius, 1793)"
755774,"ES","Neoxeniades myra Evans, 1955"
755775,"ES","Aroma aroma (Hewitson, 1867)"
755776,"ES","Porphyrogenes omphale (Butler, 1871)"
755777,"ES","Saliana mathiolus (Herrich-Schäffer, 1869)"
755778,"ES","Saliana chiomara (Hewitson, 1867)"
755779,"ES","Saliana triangularis (Kaye, 1914)"
755780,"ES","Saliana fusta Evans, 1955"
755781,"ES","Saliana fischer (Latreille, 1824)"
755782,"ES","Saliana nigel Evans, 1955"
755842,"ES","Saliana hewitsoni (Riley, 1926)"
755843,"ES","Porphyrogenes probus (Möschler, 1877)"
755844,"ES","Saliana esperi Evans, 1955"
755845,"ES","Saliana antoninus (Latreille, 1824)"
755846,"ES","Saliana salona Evans, 1955"
755847,"ES","Saliana longirostris (Sepp, 1840)"
755848,"ES","Saliana morsa Evans, 1955"
755849,"ES","Saliana saladin Evans, 1955"
755850,"ES","Saliana severus (Mabille, 1895)"
755851,"ES","Zenis jebus (Plötz, 1882)"
755853,"ES","Porphyrogenes vulpecula (Plötz, 1882)"
755854,"ES","Panoquina ocola (Edwards, 1863)"
755855,"ES","Panoquina hecebolus (Scudder, 1872)"
755856,"ES","Panoquina trix Evans, 1955"
755857,"ES","Porphyrogenes sororcula (Mabille & Boullet, 1912)"
755858,"ES","Panoquina bola Bell, 1942"
755859,"ES","Panoquina fusina (Hewitson, 1868)"
755860,"ES","Panoquina evadnes (Stoll, 1781)"
755861,"ES","Synapte silius (Latreille, 1824)"
755862,"ES","Propapias sipariana (Kaye, 1925)"
755863,"ES","Porphyrogenes spina Austin & Mielke, 2008"
755864,"ES","Anthoptus epictetus (Fabricius, 1793)"
755865,"ES","Anthoptus insignis (Plötz, 1882)"
755866,"ES","Corticea lysias (Plötz, 1883)"
755867,"ES","Corticea mendica (Mabille, 1898)"
755938,"ES","Corticea corticea (Plötz, 1882)"
755939,"ES","Porphyrogenes stresa Evans, 1952"
755940,"ES","Mnaseas bicolor (Mabille, 1889)"
755941,"ES","Vinius exilis (Plötz, 1883)"
755942,"ES","Vinius tryhana (Kaye, 1914)"
755943,"ES","Artines aepitus (Geyer, 1832)"
755944,"ES","Porphyrogenes spadix Austin & Mielke, 2008"
755945,"ES","Artines focus Evans, 1955"
755948,"ES","Flaccilla aecas (Stoll, 1781)"
755949,"ES","Methionopsis ina (Plötz, 1882)"
755951,"ES","Methionopsis purus Bell, 1940"
755952,"ES","Porphyrogenes ferruginea (Plötz, 1883)"
755953,"ES","Sodalia sodalis (Butler, 1877)"
755954,"ES","Eutychide complana (Herrich-Schäffer, 1869)"
755955,"ES","Eutychide subcordata (Herrich-Schäffer, 1869)"
755956,"ES","Eutychide subpunctata Hayward, 1940"
755957,"ES","Onophas columbaria (Herrich-Schäffer, 1870)"
755958,"ES","Porphyrogenes despecta (Butler, 1870)"
755959,"ES","Naevolus orius (Mabille, 1883)"
755960,"ES","Apaustus gracilis (C. Felder & R. Felder, 1867)"
756034,"ES","Marela tamyroides (Felder & Felder, 1867)"
756035,"ES","Epargyreus exadeus (Cramer, 1779)"
756036,"ES","Epargyreus socus (Hübner, 1825)"
756037,"ES","Chioides catillus (Cramer, 1779)"
756038,"ES","Spathilepia clonius (Cramer, 1775)"
756039,"ES","Marela tamyris Mabille, 1903"
756040,"ES","Urbanus belli (Hayward, 1935)"
756041,"ES","Urbanus pronta Evans, 1952"
756042,"ES","Urbanus esmeraldus (Butler, 1877)"
756043,"ES","Urbanus esma Evans, 1952"
756044,"ES","Urbanus esta Evans, 1952"
756045,"ES","Urbanus velinus (Plötz, 1881)"
756055,"ES","Urbanus virescens (Mabille, 1877)"
756135,"ES","Autochton neis (Geyer, 1832)"
756139,"ES","Autochton bipunctatus (Gmelin, 1790)"
756140,"ES","Autochton itylus Hübner, 1823"
756143,"ES","Astraptes halesius (Hewitson, 1877)"
756144,"ES","Astraptes enotrus (Stoll, 1781)"
756145,"ES","Astraptes aulus (Plötz, 1881)"
756146,"ES","Cogia hassan Butler, 1870"
756152,"ES","Narcosius parisi (Williams, 1927)"
756153,"ES","Narcosius hercules (Bell, 1956)"
756154,"ES","Narcosius aulina (Evans, 1952)"
756155,"ES","Narcosius narcosius (Stoll, 1790)"
756156,"ES","Narcosius mura (Williams, 1927)"
756157,"ES","Cogia calchas (Herrich-Schäffer, 1869)"
756202,"ES","Drephalys phoenicoides (Mabille & Boullet, 1919)"
756205,"ES","Anatrytone barbara (Williams & Bell, 1931)"
756206,"ES","Anatrytone perfida (Möschler, 1879)"
756208,"ES","Drephalys phoenice (Hewitson, 1867)"
756209,"ES","Quasimellana angra (Evans, 1955)"
756210,"ES","Quasimellana pandora (Hayward, 1940)"
756211,"ES","Orthos potesta (Bell, 1941)"
756212,"ES","Decinea dama (Herrich-Schäffer, 1869)"
756213,"ES","Decinea decinea (Hewitson, 1876)"
756214,"ES","Decinea lucifer (Hübner, 1831)"
756215,"ES","Drephalys opifex Evans, 1952"
756216,"ES","Drephalys olvina Evans, 1952"
756217,"ES","Drephalys eous (Hewitson, 1867)"
756218,"ES","Drephalys alcmon (Cramer, 1779)"
756219,"ES","Drephalys dumeril (Latreille, 1824)"
756220,"ES","Drephalys tortus Austin, 1995"
756221,"ES","Drephalys oriander (Hewitson, 1867)"
756222,"ES","Drephalys talboti (Le Cerf, 1922)"
756223,"ES","Euriphellus euribates (Stoll, 1782)"
756224,"ES","Augiades crinisus (Cramer, 1780)"
756225,"ES","Augiades epimethea (Plötz, 1883)"
756226,"ES","Hyalothyrus infernalis (Möschler, 1877)"
756227,"ES","Hyalothyrus nitocris (Stoll, 1782)"
759875,"ES","Caeruleuptychia twalela Brévignon, 2005"
759878,"ES","Euptychia marceli Brévignon, 2005"
759879,"ES","Euptychia nieldi Brévignon, 2005"
759890,"ES","Pareuptychia binocula (Butler, 1869)"
759891,"ES","Pareuptychia hervei Brévignon, 2005"
759896,"ES","Taygetis zippora Butler, 1869"
759905,"ES","Enantia aloika Brévignon, 1993"
759909,"ES","Heliconius lalitae Brévignon, 1996"
759911,"ES","Philaethria andrei Brévignon, 2002"
759927,"ES","Dynamine laugieri (Oberthür, 1916)"
759934,"ES","Panacea bleuzeni Plantrou & Attal, 1986"
759936,"ES","Antirrhea ornata (Butler, 1869)"
759963,"ES","Pirascca interrupta (Lathy, 1932)"
759964,"ES","Euselasia saulina Brévignon, 1996"
759965,"ES","Pirascca mimica Gallard & Fernandez, 2012"
759966,"ES","Euselasia bilineata Lathy, 1926"
759976,"ES","Anteros aurigans Gallard & Brévignon, 1989"
759977,"ES","Argyrogrammana alstonii (Smart, 1979)"
759978,"ES","Argyrogrammana chicomendesi Gallard, 1995"
759979,"ES","Argyrogrammana denisi Gallard, 1995"
759980,"ES","Symmachia poirieri Gallard, 2009"
759981,"ES","Symmachia rosanti Gallard, 2008"
759982,"ES","Euselasia waponaka Brévignon, 2008"
759983,"ES","Euselasia zena (Hewitson, 1860)"
759986,"ES","Argyrogrammana praestigiosa (Stichel, 1929)"
759987,"ES","Argyrogrammana sebastiani Brévignon, 1995"
759988,"ES","Argyrogrammana sticheli (Talbot, 1929)"
759989,"ES","Calydna stolata Brévignon, 1998"
759990,"ES","Roeberella flocculus Brévignon & Gallard, 1993"
759991,"ES","Roeberella floccus Brévignon, 2013"
759993,"ES","Mesosemia ackeryi Brevignon, 1994"
759994,"ES","Mesosemia epidius Hewitson, 1859"
759995,"ES","Mesosemia esmeralda Gallard & Brévignon, 1989"
759996,"ES","Mesosemia firmitas Brévignon, 2013"
759997,"ES","Mesosemia inconspicua Lathy, 1932"
760000,"ES","Mesosemia minutula Gallard, 1996"
760001,"ES","Mesosemia patientia Brévignon, 2013"
760002,"ES","Mesosemia perspicacitas Brévignon, 2013"
760003,"ES","Mesosemia sagacitas Brévignon, 2013"
760004,"ES","Mesosemia teulem Brévignon, 1995"
760005,"ES","Mesosemia vigilentia Brévignon, 2013"
760006,"ES","Mesosemia walteri Brévignon, 1998"
760007,"ES","Mesosemia tenacitas Brévignon, 2013"
760008,"ES","Megathecla corentini Faynel, 2009"
760010,"ES","Euselasia fayneli Gallard, 2006"
760016,"ES","Strephonota bicolorata Faynel, 2003"
760019,"ES","Euselasia inini Brévignon, 1996"
760020,"ES","Livendula jasonhalli Brévignon & Gallard, 1999"
760022,"ES","Nymphidium callaghani Brévignon, 1999"
760023,"ES","Nymphidium colleti Gallard, 2008"
760024,"ES","Nymphidium guyanensis Gallard & Brévignon, 1989"
760025,"ES","Nymphidium hermieri Gallard, 2008"
760026,"ES","Euselasia manoa Brévignon, 1996"
760030,"ES","Theope amicitiae J. Hall, Gallard & Brévignon, 1998"
760031,"ES","Theope ebara Brévignon, 2011"
760032,"ES","Theope fernandezi Brévignon, 2011"
760033,"ES","Theope foliolum Brévignon, 2011"
760034,"ES","Theope francisi Brévignon, 2010"
760035,"ES","Theope galionicus Gallard & Brévignon, 1989"
760037,"ES","Theope lychyi Brévignon, 2011"
760038,"ES","Theope martinae Brévignon, 2010"
760039,"ES","Theope minialba Gallard, 2006"
760040,"ES","Theope palambala Gallard, 2009"
760041,"ES","Theope rochambellus Brévignon, 2010"
760042,"ES","Theope shaphir Brévignon, 2009"
760043,"ES","Theope zafaran Brévignon, 2011"
760047,"ES","Zelotaea suffusca Brévignon & Gallard, 1993"
760057,"ES","Euselasia phedica (Boisduval, 1836)"
760058,"ES","Esthemopsis crystallina Brévignon & Gallard, 1992"
760059,"ES","Mesene patawa Brévignon, 1995"
760887,"ES","Eurytides callias (Rothschild & Jordan, 1906)"
760888,"ES","Eurytides dolicaon (Cramer, 1775)"
760907,"ES","Mnasitheus chrysophrys (Mabille, 1891)"
760910,"ES","Xeniades chalestra (Hewitson, 1866)"
760911,"ES","Xeniades orchamus (Cramer, 1777)"
760928,"ES","Entheus matho Godman & Salvin, 1879"
761006,"SSES","Eresia perna aveyrona Bates, 1864"
761007,"SSES","Siproeta stelenes meridionalis (Frühstorfer, 1909)"
761010,"SSES","Manataria hercyna hyrnetia (Fruhstorfer, 1912)"
761012,"SSES","Parides aeneas didas Brown & Lamas, 1994"
761013,"SSES","Catoblepia xanthicles sosigenes (Fruhstorfer, 1913)"
761015,"SSES","Parides aeneas lucasi Brown & Lamas, 1994"
761016,"SSES","Parides anchises anchises (Linnaeus, 1758)"
761017,"SSES","Parides anchises bukuti Brévignon, 1997"
761018,"SSES","Parides chabrias ygdrasilla Hemming, 1935"
761019,"SSES","Parides echemon ergeteles (Gray, 1853)"
761020,"SSES","Parides echemon pisander (C. Felder & R. Felder, 1865)"
761021,"SSES","Parides erithalion inini Brévignon, 1997"
761022,"SSES","Parides panthonus barbotini Brévignon, 1997"
761023,"SSES","Parides panthonus panthonus (Cramer, 1780)"
761024,"SSES","Protesilaus glaucolaus leucas (Rothschild & Jordan, 1906)"
761025,"SSES","Protesilaus molops hetaerius (Rothschild & Jordan, 1906)"
