"cd_nom","rang","nom_complet"
751297,"ES","Morpho achilles (Linnaeus, 1758)"
751299,"ES","Morpho deidamia (Hübner, 1816)"
751300,"ES","Morpho eugenia Deyrolle, 1860"
751301,"ES","Morpho hecuba (Linnaeus, 1771)"
751302,"ES","Morpho helenor (Cramer, 1775)"
751303,"ES","Morpho menelaus (Linnaeus, 1758)"
751304,"ES","Morpho rhetenor (Cramer, 1775)"
751305,"ES","Morpho telemachus (Linnaeus, 1758)"
751306,"ES","Anartia amathea (Linnaeus, 1758)"
751308,"ES","Eresia erysice (Geyer, 1832)"
751309,"ES","Eresia eunice (Hübner, 1807)"
751310,"ES","Eresia nauplius (Linnaeus, 1758)"
751311,"ES","Eresia perna Hewitson, 1852"
753035,"ES","Mesene phareus (Cramer, 1777)"
753036,"ES","Mesene silaris Godman & Salvin, 1878"
753037,"ES","Mesene simplex H.W. Bates, 1868"
753038,"ES","Mesene veleda Stichel, 1923"
753040,"ES","Panaropsis semiota (H.W. Bates, 1868)"
753041,"ES","Panaropsis thyatira (Hewitson, 1853)"
753042,"ES","Phaenochitonia cingulus (Stoll, 1790)"
753043,"ES","Pirascca arbuscula (Möschler, 1883)"
753044,"ES","Pirascca crocostigma (H.W. Bates, 1868)"
753045,"ES","Pirascca histrica (Stichel, 1910)"
753049,"ES","Pirascca sagaris (Cramer, 1775)"
753050,"ES","Pirascca sticheli (Lathy, 1932)"
753051,"ES","Pirascca tyriotes (Godman & Salvin, 1878)"
753052,"ES","Symmachia accusatrix Westwood, 1851"
753053,"ES","Symmachia basilissa (H. Bates, 1868)"
753054,"ES","Euselasia scotinosa Stichel, 1930"
753055,"ES","Symmachia calligrapha Hewitson, 1867"
753056,"ES","Symmachia calliste Hewitson, 1867"
753057,"ES","Symmachia emeralda Hall & Harvey, 2002"
753058,"ES","Symmachia estellina Gallard, 2008"
753060,"ES","Symmachia hippea Herrich-Schäffer, 1853"
753061,"ES","Symmachia juratrix Westwood, 1851"
753062,"ES","Symmachia leena Hewitson, 1870"
753124,"ES","Anteros allectus Westwood, 1851"
753127,"ES","Anteros bracteata Hewitson, 1867"
753129,"ES","Anteros formosus (Cramer, 1777)"
753130,"ES","Anteros renaldus (Stoll, 1790)"
753131,"ES","Helicopis cupido (Linnaeus, 1758)"
753132,"ES","Helicopis endymiaena (Hübner, 1819)"
753133,"ES","Ourocnemis archytas (Stoll , 1787)"
753134,"ES","Sarota acanthoides (Herrich-Schäffer, 1853)"
753135,"ES","Sarota acantus (Stoll, 1782)"
753136,"ES","Sarota chrysus (Stoll, 1781)"
753137,"ES","Euselasia eubotes (Hewitson, 1856)"
753140,"ES","Sarota miranda Brévignon, 1998"
753141,"ES","Sarota psaros Godman & Salvin, 1886"
753146,"ES","Argyrogrammana glaucopis (H. Bates, 1868)"
753148,"ES","Argyrogrammana johannismarci Brévignon, 1995"
753149,"ES","Symmachia leopardinum (C. Felder & R. Felder, 1865)"
753150,"ES","Symmachia miron Grose-Smith, 1898"
753151,"ES","Symmachia multesima Stichel, 1910"
753152,"ES","Symmachia norina Hewitson, 1867"
753153,"ES","Symmachia pardalis Hewitson, 1867"
753155,"ES","Symmachia probetor (Stoll, 1782)"
753157,"ES","Euselasia teleclus (Stoll, 1787)"
753158,"ES","Symmachia stigmosissima Stichel, 1910"
753159,"ES","Symmachia technema Stichel, 1910"
753160,"ES","Symmachia threissa Hewitson, 1870"
753161,"ES","Symmachia tigrina Hewitson, 1867"
753162,"ES","Symmachia tricolor Hewitson, 1867"
753163,"ES","Symmachia virgatula Stichel, 1910"
753164,"ES","Euselasia thusnelda Möschler, 1883"
753165,"ES","Xenandra helius (Cramer, 1779)"
753166,"ES","Euselasia uria (Hewitson, 1853)"
753167,"SSES","Euselasia uria uria (Hewitson, 1853)"
753168,"ES","Euselasia urites (Hewitson, 1853)"
753169,"ES","Euselasia utica (Hewitson, 1855)"
753170,"ES","Euselasia uzita (Hewitson, 1853)"
753171,"ES","Euselasia venezolana Seitz, 1913"
753172,"ES","Euselasia cafusa (H.W. Bates, 1868)"
753173,"ES","Euselasia violetta (H.W. Bates, 1868)"
753176,"ES","Methone cecilia (Cramer, 1777)"
753232,"ES","Argyrogrammana nurtia (Stichel, 1911)"
753233,"ES","Argyrogrammana occidentalis (Godman & Salvin, 1886)"
753234,"ES","Argyrogrammana physis (Stichel, 1911)"
753235,"ES","Euselasia eulione (Hewitson, 1856)"
753236,"ES","Argyrogrammana placibilis (Stichel, 1910)"
753238,"ES","Argyrogrammana rameli (Stichel, 1930)"
753241,"ES","Argyrogrammana stilbe (Godart, 1824)"
753242,"ES","Argyrogrammana sublimis Brévignon & Gallard, 1995"
753243,"ES","Argyrogrammana trochilia (Westwood, 1851)"
753244,"ES","Argyrogrammana venilia (H.W. Bates, 1868)"
753246,"ES","Callistium cleadas (Hewitson, 1866)"
753248,"ES","Calydna cabira Hewitson, 1854"
753249,"ES","Calydna caieta Hewitson, 1854"
753250,"ES","Calydna calamisa Hewitson, 1854"
753251,"ES","Calydna candace Hewitson, 1859"
753252,"ES","Calydna carneia Hewitson, 1859"
753253,"ES","Calydna charila Hewitson, 1854"
753254,"ES","Calydna micra H.W. Bates, 1868"
753256,"ES","Calydna thersander (Stoll, 1780)"
753263,"ES","Euselasia catoleuce (Hübner, 1823)"
753264,"ES","Alesa amesis (Cramer, 1777)"
753265,"ES","Alesa lipara H.W. Bates, 1867"
753266,"ES","Alesa prema (Godart, 1824)"
753267,"ES","Alesa rothschildi (Seitz, 1913)"
753268,"ES","Alesa telephae (Boisduval, 1836)"
753269,"ES","Eurybia cyclopia Stichel, 1910"
753270,"ES","Eurybia dardus (Fabricius, 1787)"
753332,"ES","Emesis aerigera (Stichel, 1910)"
753334,"ES","Emesis cerea (Linnaeus, 1767)"
753335,"ES","Emesis fatimella Westwood, 1851"
753336,"ES","Euselasia eunaeus (Hewitson, 1855)"
753337,"ES","Emesis lucinda (Cramer, 1775)"
753338,"ES","Emesis mandana (Cramer, 1780)"
753339,"ES","Emesis neemias Hewitson, 1872"
753340,"ES","Emesis spreta H.W. Bates, 1868"
753342,"ES","Pachythone conspersa Stichel, 1926"
753343,"ES","Pachythone lateritia H.W. Bates, 1868"
753344,"ES","Euselasia euodias (Hewitson, 1856)"
753348,"ES","Cremna actoris (Cramer, 1776)"
753349,"ES","Cremna heteroea H.W. Bates, 1876"
753350,"ES","Cremna thasus (Stoll, 1780)"
753351,"ES","Eunogyra curupira H.W. Bates, 1868"
753352,"ES","Hyphilaria nicia Hübner, 1819"
753353,"ES","Hyphilaria parthenis (Westwood, 1851)"
753354,"ES","Ithomiola floralis C. Felder & R. Felder, 1865"
753422,"ES","Euselasia euoras (Hewitson, 1855)"
753423,"ES","Leucochimona hyphea (Cramer, 1776)"
753424,"ES","Leucochimona icare (Hübner, 1819)"
753425,"ES","Leucochimona lagora (Herrich-Schäffer, 1853)"
753429,"ES","Euselasia euphaes (Hewitson, 1855)"
753430,"ES","Mesosemia antaerice Hewitson, 1859"
753431,"ES","Mesosemia cippus Hewitson, 1859"
753432,"ES","Mesosemia decolorata Lathy, 1932"
753435,"ES","Mesosemia eugenea Stichel, 1910"
753436,"ES","Mesosemia eumene (Cramer, 1776)"
753437,"ES","Euselasia euriteus (Cramer, 1777)"
753439,"ES","Mesosemia evias Stichel, 1923"
753441,"ES","Mesosemia gneris Westwood, 1851"
753442,"ES","Mesosemia ibycus Hewitson, 1859"
753444,"ES","Mesosemia lacernata Stichel, 1909"
753446,"ES","Mesosemia macella Hewitson, 1859"
753447,"ES","Mesosemia magete Hewitson, 1860"
753448,"ES","Euselasia euryone (Hewitson, 1856)"
753449,"ES","Mesosemia melaene Hewitson, 1859"
753450,"ES","Mesosemia melese Hewitson, 1860"
753451,"ES","Mesosemia menoetes Hewitson, 1859"
753495,"ES","Exorbaetta metanira (Hewitson, 1867)"
753496,"ES","Gargina emessa (Hewitson, 1867)"
753497,"ES","Gargina gargophia (Hewitson, 1877)"
753498,"ES","Gargina gnosia (Hewitson, 1868)"
753499,"ES","Hypostrymon asa (Hewitson, 1868)"
753500,"ES","Iaspis castitas (H.H. Druce, 1907)"
753501,"ES","Arawacus aetolus (Sulzer, 1776)"
753502,"ES","Iaspis ornata (Austin & Johnson, 1996)"
753503,"ES","Iaspis temesa (Hewitson, 1868)"
753504,"ES","Iaspis thabena (Hewitson, 1868)"
753505,"ES","Iaspis verania (Hewitson, 1868)"
753506,"ES","Ignata mulsus (H.H. Druce, 1907)"
753507,"ES","Ipidecla crepundia (H.H. Druce, 1909)"
753508,"ES","Ipidecla schausi (Godman & Salvin, 1887)"
753509,"ES","Arawacus dolylas (Cramer, 1777)"
753510,"ES","Janthecla adrienne Robbins, 2009"
753511,"ES","Janthecla leea Venables & Robbins, 1991"
753512,"ES","Janthecla malvina (Hewitson, 1867)"
753513,"ES","Janthecla rocena (Hewitson, 1867)"
753514,"ES","Janthecla sista (Hewitson, 1867)"
753515,"ES","Kisutam syllis (Godman & Salvin, 1887)"
753516,"ES","Kolana ergina (Hewitson, 1867)"
753517,"ES","Kolana ligurina (Hewitson, 1874)"
753518,"ES","Arawacus lincoides (Draudt, 1917)"
753519,"ES","Lamasina ganimedes (Cramer, 1775)"
753520,"ES","Lamprospilus aunus (Cramer, 1775)"
753521,"ES","Lamprospilus coelicolor (Butler & H.D., 1872)"
753522,"ES","Lamprospilus genius Geyer, 1832"
753523,"ES","Lamprospilus orcidia (Hewitson, 1874)"
753524,"ES","Lathecla latagus (Godman & Salvin, 1887)"
753550,"ES","Mesosemia messeis Hewitson, 1860"
753551,"ES","Mesosemia metope Hewitson, 1859"
753552,"ES","Euselasia eurypus (Hewitson, 1856)"
753554,"ES","Mesosemia minos Hewitson, 1859"
753556,"ES","Mesosemia misipsa Hewitson, 1859"
753557,"ES","Mesosemia naiadella Stichel, 1909"
753558,"ES","Mesosemia nyctea (Hoffmannsegg, 1818)"
753559,"ES","Euselasia eustola Stichel, 1919"
753560,"ES","Mesosemia nympharena Stichel, 1909"
753561,"ES","Mesosemia orbona Godman, 1903"
753564,"ES","Mesosemia philocles (Linnaeus, 1758)"
753567,"ES","Mesosemia sirenia Stichel, 1909"
753570,"ES","Mesosemia thymetus (Cramer, 1777)"
753571,"ES","Mesosemia ulrica (Cramer, 1777)"
753574,"ES","Euselasia eutaea (Hewitson, 1853)"
753576,"ES","Napaea beltiana (H.W. Bates, 1867)"
753595,"ES","Magnastigma hirsuta (Prittwitz, 1865)"
753597,"ES","Megathecla cupentus (Stoll, 1781)"
753598,"ES","Michaelus ira (Hewitson, 1867)"
753599,"ES","Michaelus jebus (Godart, 1824)"
753600,"ES","Michaelus phoenissa (Hewitson, 1867)"
753601,"ES","Arcas imperialis (Cramer, 1775)"
753602,"ES","Ministrymon cruenta (Gosse, 1880)"
753603,"ES","Ministrymon megacles (Stoll, 1780)"
753604,"ES","Ministrymon una (Hewitson, 1873)"
753606,"ES","Mithras nautes (Cramer, 1779)"
753607,"ES","Nicolaea besidia (Hewitson, 1868)"
753608,"ES","Nicolaea ceglusa (Hewitson, 1868)"
753609,"ES","Arcas tuneta (Hewitson, 1865)"
753610,"ES","Nicolaea lemuria (Hewitson, 1868)"
753611,"ES","Nicolaea munditia (H.H. Druce, 1907)"
753612,"ES","Nicolaea opalia (Hewitson, 1868)"
753613,"ES","Nicolaea ophia (Hewitson, 1868)"
753614,"ES","Nicolaea pyxis (K. Johnson, 1993)"
753615,"ES","Nicolaea velina (Hewitson, 1868)"
753616,"ES","Ocaria ocrisia (Hewitson, 1868)"
753617,"ES","Ocaria thales (Fabricius, 1793)"
753618,"ES","Oenomaus ambiguus Faynel, 2008"
753619,"ES","Oenomaus atena (Hewitson, 1867)"
753620,"ES","Oenomaus atesa (Hewitson, 1867)"
753621,"ES","Oenomaus brulei Faynel, 2008"
753622,"ES","Oenomaus curiosa Faynel & Moser, 2008"
753623,"ES","Oenomaus cyanovenata (D'Abrera, 1995)"
753624,"ES","Oenomaus gaia Faynel, 2008"
753625,"ES","Oenomaus isabellae Faynel, 2006"
753626,"ES","Oenomaus jauffreti Faynel & Moser, 2008"
753659,"ES","Napaea eucharila (H.W. Bates, 1867)"
753660,"ES","Napaea gynaecomorpha Hall, Harvey & Gallard, 2005"
753662,"ES","Napaea sylva (Möschler, 1877)"
753663,"ES","Perophthalma tullius (Fabricius, 1787)"
753665,"ES","Semomesia capanea (Cramer, 1779)"
753666,"ES","Semomesia croesus (Fabricius, 1777)"
753668,"ES","Euselasia eutychus (Hewitson, 1856)"
753669,"ES","Semomesia tenella Stichel, 1910"
753671,"ES","Adelotypa borsippa (Hewitson, 1863)"
753674,"ES","Archaeonympha drepana (H.W. Bates, 1868)"
753675,"ES","Archaeonympha urichi (Vane-Wright, 1994)"
753676,"ES","Aricoris epulus (Cramer, 1775)"
753707,"ES","Oenomaus melleus (Druce, 1907)"
753708,"ES","Arumecla aruma (Hewitson, 1877)"
753709,"ES","Oenomaus ortygnus (Cramer, 1779)"
753710,"ES","Oenomaus poirieri Faynel, 2008"
753711,"ES","Oenomaus taua Faynel & Moser, 2008"
753712,"ES","Olynthus avoca (Hewitson, 1867)"
753713,"ES","Olynthus essus (Herrich Schäffer, 1853)"
753714,"ES","Olynthus fulvoventris (Austin & Johnson, 1998)"
753715,"ES","Olynthus lorea (Möschler, 1883)"
753716,"ES","Olynthus narbal (Stoll, 1790)"
753717,"ES","Olynthus negrus (Austin & Johnson, 1998)"
753718,"ES","Olynthus nitor (H.H. Druce, 1907)"
753719,"ES","Olynthus ophelia (Hewitson, 1867)"
753720,"ES","Olynthus punctum (Herrich Schäffer, 1853)"
753721,"ES","Ostrinotes empusa (Hewitson, 1867)"
753722,"ES","Ostrinotes purpuriticus (H.H. Druce, 1907)"
753723,"ES","Ostrinotes tarena (Hewitson, 1874)"
753724,"ES","Ostrinotes tympania (Hewitson, 1869)"
753725,"ES","Paiwarria telemus (Cramer, 1775)"
753726,"ES","Arzecla calatia (Hewitson, 1873)"
753727,"ES","Paiwarria venulius (Cramer, 1779)"
753728,"ES","Panthiades aeolus (Fabricius, 1775)"
753729,"ES","Panthiades bathildis (C. Felder & R.F., 1865)"
753730,"ES","Panthiades bitias (Cramer, 1777)"
753731,"ES","Panthiades boreas (C. Felder & R. Felder, 1865)"
753733,"ES","Panthiades phaleros (Linnaeus, 1767)"
753734,"ES","Parrhasius orgia (Hewitson, 1867)"
753735,"ES","Parrhasius polibetes (Stoll, 1781)"
753736,"ES","Arzecla taminella (Schaus, 1902)"
753737,"ES","Porthecla forasteira Faynel & Moser, 2011"
753738,"ES","Porthecla minyia (Hewitson, 1867)"
753739,"ES","Porthecla ravus (H.H. Druce, 1907)"
753740,"ES","Pseudolycaena marsyas (Linnaeus, 1758)"
753771,"ES","Euselasia fournierae Lathy, 1924"
753778,"ES","Calospila parthaon (Dalman, 1823)"
753780,"ES","Calospila rhodope (Hewitson, 1853)"
753781,"ES","Euselasia gelanor (Stoll, 1780)"
753788,"ES","Euselasia gelon (Stoll, 1787)"
753792,"ES","Dysmathia portia H.W. Bates, 1868"
753793,"ES","Hallonympha eudocia Godman & Salvin, 1897"
753795,"ES","Euselasia hygenius (Stoll, 1787)"
753796,"ES","Juditha azan (Westwood, 1851)"
753797,"ES","Juditha molpe (Hübner, 1808)"
753798,"ES","Juditha odites (Cramer, 1775)"
753838,"ES","Rekoa marius (Lucas, 1857)"
753839,"ES","Rekoa meton (Cramer, 1779)"
753840,"ES","Rekoa palegon (Cramer, 1780)"
753841,"ES","Rekoa stagira (Hewitson, 1867)"
753842,"ES","Rubroserrata ecbatana (Hewitson, 1868)"
753843,"ES","Semonina ares (Godman & Salvin, 1887)"
753844,"ES","Siderus athymbra (Hewitson, 1867)"
753845,"ES","Siderus guapila (Schaus, 1913)"
753846,"ES","Siderus leucophaeus (Hübner, 1818)"
753847,"ES","Siderus philinna (Hewitson, 1868)"
753848,"ES","Atlides atys (Cramer, 1779)"
753849,"ES","Strephonota acameda (Hewitson, 1867)"
753850,"ES","Strephonota adela (Staudinger, 1888)"
753851,"ES","Strephonota ambrax (Westwood, 1852)"
753853,"ES","Strephonota carteia (Hewitson, 1870)"
753854,"ES","Strephonota cyllarissus (Herbst, 1800)"
753855,"ES","Strephonota falsistrephon Faynel & Brévignon, 2003"
753856,"ES","Strephonota jyg Faynel, 2003"
753857,"ES","Strephonota malvania (Hewitson, 1867)"
753858,"ES","Atlides bacis (Godman & Salvin, 1887)"
753859,"ES","Strephonota parvipuncta (Lathy, 1926)"
753860,"ES","Strephonota porphyritis (H.H. Druce, 1907)"
753861,"ES","Strephonota sphinx (Fabricius, 1775)"
753862,"ES","Strephonota strephon (Fabricius, 1775)"
753863,"ES","Strephonota syedra (Hewitson, 1867)"
753864,"ES","Strephonota tephraeus (Geyer, 1837)"
753865,"ES","Strephonota tyriam (H.H. Druce, 1907)"
753866,"ES","Strymon bazochii (Godart, 1824)"
753867,"ES","Atlides inachus (Cramer, 1775)"
753868,"ES","Strymon megarus (Godart, 1824)"
753869,"ES","Strymon sabinus (C. Felder & R. Felder, 1865)"
753870,"ES","Strymon serapio (Godman & Salvin, 1887)"
753871,"ES","Strymon sylea (Hewitson, 1867)"
753872,"ES","Strymon yojoa (Reakirt, 1867)"
753906,"ES","Lemonias egaensis (Butler, 1867)"
753907,"ES","Lemonias zygia Hübner, 1807"
753909,"ES","Livendula aminias (Hewitson, 1863)"
753910,"ES","Livendula aristus (Stoll, 1790)"
753911,"ES","Livendula balista (Hewitson, 1863)"
753912,"ES","Livendula brunescens Brévignon, 2012"
753913,"ES","Livendula huebneri (Butler, 1867)"
753916,"ES","Livendula leucocyana (Geyer, 1837)"
753917,"ES","Livendula leucophaea (Hübner, 1821)"
753922,"ES","Euselasia issoria (Hewitson, 1869)"
753926,"ES","Nymphidium acherois (Boisduval, 1836)"
753927,"ES","Nymphidium aurum Callaghan, 1985"
753928,"ES","Euselasia kartopus Stichel, 1919"
753929,"ES","Nymphidium azanoides Butler, 1876"
753930,"ES","Nymphidium baeotia Hewitson, 1853"
753954,"ES","Symbiopsis nivepunctata (H.H. Druce, 1907)"
753955,"ES","Symbiopsis pupilla (Draudt, 1920)"
753956,"ES","Symbiopsis rickmani (Schaus, 1902)"
753957,"ES","Atlides polybe (Linnaeus, 1763)"
753958,"ES","Temecla tema (Hewitson, 1867)"
753959,"ES","Terenthina terentia (Hewitson, 1868)"
753960,"ES","Theclopsis gargara (Hewitson, 1868)"
753961,"ES","Theclopsis lydus (Hübner, 1819)"
753962,"ES","Theclopsis mycon (Godman & Salvin, 1887)"
753963,"ES","Thepytus echelta (Hewitson, 1867)"
753964,"ES","Atlides rustan (Stoll, 1790)"
753965,"ES","Thepytus thyrea (Hewitson, 1867)"
753966,"ES","Thereus caltha (H.H. Druce, 1907)"
753967,"ES","Thereus cithonius (Godart, 1824)"
753968,"ES","Thereus enenia (Hewitson, 1867)"
753969,"ES","Thereus guianivaga (K. Johnson, 1989)"
753970,"ES","Thereus ismarus (Cramer, 1777)"
753971,"ES","Thereus lausus (Cramer, 1779)"
753972,"ES","Thereus pedusa (Hewitson, 1867)"
753973,"ES","Thereus phalanthus (Stoll, 1780)"
753974,"ES","Thereus praxis (Godman & Salvin, 1887)"
753975,"ES","Theritas hemon (Cramer, 1775)"
753976,"ES","Theritas lisus (Stoll, 1790)"
753977,"ES","Theritas mavors Hübner, 1818"
753978,"ES","Theritas phegeus (Hewitson, 1865)"
753979,"ES","Theritas viresco (H.H. Druce, 1907)"
753980,"ES","Thestius lycabas (Cramer, 1777)"
753981,"ES","Thestius pholeus (Cramer, 1777)"
753982,"ES","Aubergina alda (Hewitson, 1868)"
753983,"ES","Tmolus cydrara (Hewitson, 1868)"
753984,"ES","Tmolus echion (Linnaeus, 1767)"
753985,"ES","Tmolus mutina (Hewitson, 1867)"
753986,"ES","Tmolus ufentina (Hewitson, 1868)"
753987,"ES","Tmolus venustus (H.H. Druce, 1907)"
754009,"ES","Nymphidium cachrus (Fabricius, 1787)"
754011,"ES","Nymphidium caricae (Linnaeus, 1758)"
754014,"ES","Nymphidium fulminans H.W. Bates, 1868"
754015,"ES","Euselasia labdacus (Stoll, 1780)"
754019,"ES","Nymphidium lisimon (Stoll, 1790)"
754020,"ES","Nymphidium manicorensis Callaghan, 1985"
754021,"ES","Nymphidium mantus (Cramer, 1775)"
754022,"ES","Nymphidium menalcus (Stoll, 1782)"
754023,"ES","Nymphidium olinda H.W. Bates, 1865"
754024,"ES","Nymphidium omois Hewitson, 1865"
754025,"ES","Pandemos pasiphae (Cramer, 1775)"
754027,"ES","Rodinia calphurnia (Saunders, 1850)"
754028,"ES","Euselasia lisias (Cramer, 1777)"
754029,"ES","Setabis epitus (Cramer, 1780)"
754030,"ES","Setabis lagus (Cramer, 1777)"
754031,"ES","Setabis myrtis (Westwood, 1851)"
754032,"ES","Synargis abaris (Cramer, 1776)"
754033,"ES","Synargis agle (Hewitson, 1853)"
754062,"ES","Strymon ziba (Hewitson, 1868)"
754063,"ES","Trichonis hyacinthus (Cramer, 1775)"
754064,"ES","Trichonis immaculata Lathy, 1930"
754065,"ES","Ziegleria ceromia (Hewitson, 1877)"
754066,"ES","Ziegleria hesperitis (Butler & H. Druce, 1872)"
754067,"ES","Badecla badaca (Hewitson, 1868)"
754068,"ES","Badecla picentia (Hewitson, 1868)"
754069,"ES","Badecla quadramacula (Austin & J., 1997)"
754070,"ES","Bistonina bactriana (Hewitson, 1868)"
754071,"ES","Bistonina biston (Möschler, 1877)"
754072,"ES","Bistonina olbia (Hewitson, 1867)"
754073,"ES","Brangas caranus (Stoll, 1780)"
754074,"ES","Brangas dydimaon (Cramer, 1777)"
754075,"ES","Brangas getus (Fabricius, 1787)"
754076,"ES","Brangas teucria (Hewitson, 1868)"
754077,"ES","Brangas torfrida (Hewitson, 1867)"
754078,"ES","Brevianta ematheon (Cramer, 1777)"
754079,"ES","Busbiina bosora (Hewitson, 1870)"
754080,"ES","Calycopis atnius (Herrich Schäffer, 1853)"
754081,"ES","Allosmaitia fidena (Hewitson, 1867)"
754082,"ES","Calycopis bactra (Hewitson, 1877)"
754083,"ES","Calycopis bellera (Hewitson, 1877)"
754084,"ES","Calycopis blora (Field, 1967)"
754085,"ES","Calycopis buphonia (Hewitson, 1868)"
754086,"ES","Calycopis caesaries (H.H. Druce, 1907)"
754087,"ES","Calycopis cerata (Hewitson, 1877)"
754088,"ES","Calycopis cinniana (Hewitson, 1877)"
754089,"ES","Calycopis cissusa (Hewitson, 1877)"
754090,"ES","Calycopis cos (H.H. Druce, 1907)"
754121,"ES","Synargis calyce (C. Felder& R. Felder, 1862)"
754122,"ES","Synargis chaonia (Hewitson, 1853)"
754123,"ES","Synargis fenestrella (Lathy, 1932)"
754124,"ES","Synargis galena (H.W. Bates, 1868)"
754125,"ES","Synargis gela (Hewitson, 1853)"
754126,"ES","Synargis orestessa Hübner, 1819"
754127,"ES","Synargis phliasus (Clerck, 1764)"
754128,"ES","Synargis pittheus (Hoffmannsegg, 1818)"
754129,"ES","Synargis regulus (Fabricius, 1793)"
754131,"ES","Synargis soranus (Stoll, 1781)"
754132,"ES","Synargis tytia (Cramer, 1777)"
754134,"ES","Theope archimedes (Fabricius, 1793)"
